	msp_0019	msp_0023	msp_0041	msp_0128	msp_0141	msp_0293	msp_0351	msp_0377	msp_0436	msp_1126
MH0094_GL0101137	1	0	0	0	0	0	0	0	0	0
MH0010_GL0038522	1	0	0	0	0	0	0	0	0	0
V1.CD51-0_GL0206705	1	0	0	0	0	0	0	0	0	0
159227541-stool1_GL0028189	1	0	0	0	0	0	0	0	0	0
MH0196_GL0084703	1	0	0	0	0	0	0	0	0	0
MH0094_GL0098657	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_207385	1	0	0	0	0	0	0	0	0	0
V1.CD24-0_GL0057683	1	0	0	0	0	0	0	0	0	0
MH0094_GL0107704	1	0	0	0	0	0	0	0	0	0
O2.UC46-0_GL0141770	1	0	0	0	0	0	0	0	0	0
MH0128_GL0087243	1	0	0	0	0	0	0	0	0	0
V1.UC63-0_GL0134619	1	0	0	0	0	0	0	0	0	0
MH0094_GL0129084	1	0	0	0	0	0	0	0	0	0
MH0109_GL0034502	1	0	0	0	0	0	0	0	0	0
MH0094_GL0025116	1	0	0	0	0	0	0	0	0	0
763860675-stool2_GL0111555	1	0	0	0	0	0	0	0	0	0
MH0094_GL0092401	1	0	0	0	0	0	0	0	0	0
MH0094_GL0098654	1	0	0	0	0	0	0	0	0	0
MH0010_GL0042281	1	0	0	0	0	0	0	0	0	0
MH0010_GL0027764	1	0	0	0	0	0	0	0	0	0
765074482-stool1_GL0156718	1	0	0	0	0	0	0	0	0	0
MH0094_GL0057559	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_37443	1	0	0	0	0	0	0	0	0	0
MH0094_GL0084210	1	0	0	0	0	0	0	0	0	0
MH0121_GL0032341	1	0	0	0	0	0	0	0	0	0
MH0094_GL0136032	1	0	0	0	0	0	0	0	0	0
MH0010_GL0013509	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_38742	1	0	0	0	0	0	0	0	0	0
MH0094_GL0008291	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_32096	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_28903	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_225627	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_29994	1	0	0	0	0	0	0	0	0	0
MH0128_GL0086123	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_27853	1	0	0	0	0	0	0	0	0	0
MH0094_GL0122562	1	0	0	0	0	0	0	0	0	0
MH0109_GL0065674	1	0	0	0	0	0	0	0	0	0
MH0094_GL0010288	1	0	0	0	0	0	0	0	0	0
MH0010_GL0018824	1	0	0	0	0	0	0	0	0	0
O2.UC38-1_GL0057768	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_115957	1	0	0	0	0	0	0	0	0	0
MH0311_GL0078019	1	0	0	0	0	0	0	0	0	0
O2.UC48-0_GL0107671	1	0	0	0	0	0	0	0	0	0
H_P1_gene_358594	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0035999	1	0	0	0	0	0	0	0	0	0
764508039-stool1_GL0024094	1	0	0	0	0	0	0	0	0	0
MH0010_GL0040529	1	0	0	0	0	0	0	0	0	0
MH0109_GL0081277	1	0	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_110634	1	0	0	0	0	0	0	0	0	0
MH0010_GL0022543	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_131072	1	0	0	0	0	0	0	0	0	0
O2.UC46-2_GL0102813	1	0	0	0	0	0	0	0	0	0
MH0094_GL0137127	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_28518	1	0	0	0	0	0	0	0	0	0
O2.UC48-1_GL0144075	1	0	0	0	0	0	0	0	0	0
H_P1_gene_264885	1	0	0	0	0	0	0	0	0	0
MH0094_GL0042171	1	0	0	0	0	0	0	0	0	0
MH0094_GL0078129	1	0	0	0	0	0	0	0	0	0
763496533-stool2_GL0124843	1	0	0	0	0	0	0	0	0	0
MH0184_GL0007975	1	0	0	0	0	0	0	0	0	0
MH0094_GL0135731	1	0	0	0	0	0	0	0	0	0
MH0094_GL0044984	1	0	0	0	0	0	0	0	0	0
MH0094_GL0014574	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_62690	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_39135	1	0	0	0	0	0	0	0	0	0
MH0094_GL0118407	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_52880	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_89213	1	0	0	0	0	0	0	0	0	0
MH0010_GL0002151	1	0	0	0	0	0	0	0	0	0
SRA00_contig:gene_id_150135	1	0	0	0	0	0	0	0	0	0
MH0160_GL0059766	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_17003	1	0	0	0	0	0	0	0	0	0
MH0094_GL0080599	1	0	0	0	0	0	0	0	0	0
MH0010_GL0023347	1	0	0	0	0	0	0	0	0	0
O2.UC35-2_GL0079913	1	0	0	0	0	0	0	0	0	0
MH0128_GL0010335	1	0	0	0	0	0	0	0	0	0
MH0169_GL0066327	1	0	0	0	0	0	0	0	0	0
O2.UC44-2_GL0086012	1	0	0	0	0	0	0	0	0	0
MH0389_GL0063811	1	0	0	0	0	0	0	0	0	0
O2.UC34-0_GL0040165	1	0	0	0	0	0	0	0	0	0
MH0362_GL0040828	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_33373	1	0	0	0	0	0	0	0	0	0
MH0227_GL0022004	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_165481	1	0	0	0	0	0	0	0	0	0
V1.CD53-0_GL0022827	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_37881	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0066310	1	0	0	0	0	0	0	0	0	0
MH0010_GL0001444	1	0	0	0	0	0	0	0	0	0
MH0457_GL0000202	1	0	0	0	0	0	0	0	0	0
MH0389_GL0137516	1	0	0	0	0	0	0	0	0	0
MH0094_GL0108786	1	0	0	0	0	0	0	0	0	0
MH0108_GL0041645	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_29524	1	0	0	0	0	0	0	0	0	0
MH0196_GL0194586	1	0	0	0	0	0	0	0	0	0
MH0094_GL0123309	1	0	0	0	0	0	0	0	0	0
MH0128_GL0060516	1	0	0	0	0	0	0	0	0	0
O2.UC47-0_GL0028275	1	0	0	0	0	0	0	0	0	0
763496533-stool2_GL0095692	1	0	0	0	0	0	0	0	0	0
MH0121_GL0067063	1	0	0	0	0	0	0	0	0	0
MH0094_GL0076749	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_34722	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_30438	1	0	0	0	0	0	0	0	0	0
159632143-stool1_GL0100523	1	0	0	0	0	0	0	0	0	0
MH0094_GL0092111	1	0	0	0	0	0	0	0	0	0
MH0094_GL0122118	1	0	0	0	0	0	0	0	0	0
MH0010_GL0029837	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_48434	1	0	0	0	0	0	0	0	0	0
O2.UC35-2_GL0137904	1	0	0	0	0	0	0	0	0	0
MH0010_GL0016927	1	0	0	0	0	0	0	0	0	0
DLM020_GL0057943	1	0	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_41672	1	0	0	0	0	0	0	0	0	0
MH0094_GL0132240	1	0	0	0	0	0	0	0	0	0
MH0010_GL0029378	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_36074	1	0	0	0	0	0	0	0	0	0
MH0010_GL0010752	1	0	0	0	0	0	0	0	0	0
MH0010_GL0009553	1	0	0	0	0	0	0	0	0	0
MH0094_GL0023794	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_62858	1	0	0	0	0	0	0	0	0	0
MH0010_GL0027771	1	0	0	0	0	0	0	0	0	0
MH0169_GL0070555	1	0	0	0	0	0	0	0	0	0
MH0178_GL0077969	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0059585	1	0	0	0	0	0	0	0	0	0
MH0109_GL0031831	1	0	0	0	0	0	0	0	0	0
MH0094_GL0083871	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_39020	1	0	0	0	0	0	0	0	0	0
MH0010_GL0032539	1	0	0	0	0	0	0	0	0	0
V1.FI21_GL0003444	1	0	0	0	0	0	0	0	0	0
O2.UC38-1_GL0022242	1	0	0	0	0	0	0	0	0	0
MH0363_GL0172709	1	0	0	0	0	0	0	0	0	0
MH0094_GL0000474	1	0	0	0	0	0	0	0	0	0
160319967-stool1_GL0069317	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_29067	1	0	0	0	0	0	0	0	0	0
MH0113_GL0114312	1	0	0	0	0	0	0	0	0	0
MH0420_GL0110612	1	0	0	0	0	0	0	0	0	0
MH0010_GL0019539	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_33237	1	0	0	0	0	0	0	0	0	0
SRA00_contig:gene_id_251568	1	0	0	0	0	0	0	0	0	0
MH0094_GL0127932	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_208906	1	0	0	0	0	0	0	0	0	0
MH0094_GL0006558	1	0	0	0	0	0	0	0	0	0
O2.UC35-1_GL0044099	1	0	0	0	0	0	0	0	0	0
O2.UC44-2_GL0020487	1	0	0	0	0	0	0	0	0	0
MH0010_GL0009630	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_42071	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_51693	1	0	0	0	0	0	0	0	0	0
MH0128_GL0083579	1	0	0	0	0	0	0	0	0	0
764508039-stool1_GL0034783	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_24908	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_33368	1	0	0	0	0	0	0	0	0	0
O2.UC47-0_GL0005699	1	0	0	0	0	0	0	0	0	0
MH0094_GL0070888	1	0	0	0	0	0	0	0	0	0
H90_gene_10080	1	0	0	0	0	0	0	0	0	0
MH0094_GL0030164	1	0	0	0	0	0	0	0	0	0
MH0128_GL0044384	1	0	0	0	0	0	0	0	0	0
V1.FI36_GL0260752	1	0	0	0	0	0	0	0	0	0
MH0010_GL0022878	1	0	0	0	0	0	0	0	0	0
MH0010_GL0042407	1	0	0	0	0	0	0	0	0	0
MH0094_GL0108775	1	0	0	0	0	0	0	0	0	0
MH0010_GL0001481	1	0	0	0	0	0	0	0	0	0
V1.CD17-4_GL0102098	1	0	0	0	0	0	0	0	0	0
763536994-stool1_GL0009368	1	0	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_243309	1	0	0	0	0	0	0	0	0	0
765074482-stool1_GL0130959	1	0	0	0	0	0	0	0	0	0
MH0094_GL0050025	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_90458	1	0	0	0	0	0	0	0	0	0
MH0108_GL0057372	1	0	0	0	0	0	0	0	0	0
159227541-stool1_GL0061369	1	0	0	0	0	0	0	0	0	0
H90_gene_2050	1	0	0	0	0	0	0	0	0	0
MH0010_GL0030525	1	0	0	0	0	0	0	0	0	0
MH0094_GL0046410	1	0	0	0	0	0	0	0	0	0
MH0094_GL0013525	1	0	0	0	0	0	0	0	0	0
MH0010_GL0041885	1	0	0	0	0	0	0	0	0	0
MH0160_GL0111746	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_38121	1	0	0	0	0	0	0	0	0	0
MH0010_GL0025529	1	0	0	0	0	0	0	0	0	0
MH0108_GL0051689	1	0	0	0	0	0	0	0	0	0
SRA00_contig:gene_id_224064	1	0	0	0	0	0	0	0	0	0
MH0094_GL0077049	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_139903	1	0	0	0	0	0	0	0	0	0
MH0010_GL0040951	1	0	0	0	0	0	0	0	0	0
O2.UC34-0_GL0023907	1	0	0	0	0	0	0	0	0	0
MH0010_GL0013095	1	0	0	0	0	0	0	0	0	0
MH0438_GL0061807	1	0	0	0	0	0	0	0	0	0
V1.CD51-0_GL0007106	1	0	0	0	0	0	0	0	0	0
MH0121_GL0064633	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_28088	1	0	0	0	0	0	0	0	0	0
MH0010_GL0024533	1	0	0	0	0	0	0	0	0	0
MH0128_GL0082885	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_34248	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_61660	1	0	0	0	0	0	0	0	0	0
MH0094_GL0049780	1	0	0	0	0	0	0	0	0	0
HD-57:gene_id_57729	1	0	0	0	0	0	0	0	0	0
MH0094_GL0137135	1	0	0	0	0	0	0	0	0	0
MH0010_GL0004812	1	0	0	0	0	0	0	0	0	0
V1.CD17-4_GL0019794	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_35733	1	0	0	0	0	0	0	0	0	0
O2.UC38-1_GL0169170	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_49746	1	0	0	0	0	0	0	0	0	0
O2.UC38-0_GL0040365	1	0	0	0	0	0	0	0	0	0
160319967-stool1_GL0072083	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_49344	1	0	0	0	0	0	0	0	0	0
MH0094_GL0075203	1	0	0	0	0	0	0	0	0	0
763496533-stool2_GL0094023	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_53547	1	0	0	0	0	0	0	0	0	0
MH0094_GL0066105	1	0	0	0	0	0	0	0	0	0
MH0010_GL0042168	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_45623	1	0	0	0	0	0	0	0	0	0
O2.UC11-1_GL0176514	1	0	0	0	0	0	0	0	0	0
MH0094_GL0027600	1	0	0	0	0	0	0	0	0	0
MH0121_GL0001493	1	0	0	0	0	0	0	0	0	0
MH0010_GL0038715	1	0	0	0	0	0	0	0	0	0
MH0010_GL0027470	1	0	0	0	0	0	0	0	0	0
O2.UC46-0_GL0115550	1	0	0	0	0	0	0	0	0	0
MH0094_GL0122985	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_29657	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_100224	1	0	0	0	0	0	0	0	0	0
MH0010_GL0031566	1	0	0	0	0	0	0	0	0	0
V1.FI04_GL0118988	1	0	0	0	0	0	0	0	0	0
MH0094_GL0054226	1	0	0	0	0	0	0	0	0	0
O2.UC38-0_GL0068329	1	0	0	0	0	0	0	0	0	0
MH0094_GL0097176	1	0	0	0	0	0	0	0	0	0
MH0094_GL0134578	1	0	0	0	0	0	0	0	0	0
MH0094_GL0008289	1	0	0	0	0	0	0	0	0	0
MH0094_GL0005448	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_40987	1	0	0	0	0	0	0	0	0	0
V1.FI36_GL0236528	1	0	0	0	0	0	0	0	0	0
MH0128_GL0030930	1	0	0	0	0	0	0	0	0	0
764508039-stool1_GL0066462	1	0	0	0	0	0	0	0	0	0
MH0097_GL0083421	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_486063	1	0	0	0	0	0	0	0	0	0
MH0109_GL0022243	1	0	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_439567	1	0	0	0	0	0	0	0	0	0
MH0108_GL0088002	1	0	0	0	0	0	0	0	0	0
MH0010_GL0022879	1	0	0	0	0	0	0	0	0	0
MH0169_GL0065903	1	0	0	0	0	0	0	0	0	0
O2.UC38-2_GL0011255	1	0	0	0	0	0	0	0	0	0
V1.UC64-0_GL0120662	1	0	0	0	0	0	0	0	0	0
MH0094_GL0116829	1	0	0	0	0	0	0	0	0	0
O2.UC11-1_GL0089449	1	0	0	0	0	0	0	0	0	0
O2.UC37-2_GL0006789	1	0	0	0	0	0	0	0	0	0
V1.UC5-0_GL0113361	1	0	0	0	0	0	0	0	0	0
MH0010_GL0044550	1	0	0	0	0	0	0	0	0	0
H90_gene_12845	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_160112	1	0	0	0	0	0	0	0	0	0
H90_gene_15947	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_34965	1	0	0	0	0	0	0	0	0	0
MH0010_GL0043959	1	0	0	0	0	0	0	0	0	0
MH0108_GL0058889	1	0	0	0	0	0	0	0	0	0
MH0094_GL0136031	1	0	0	0	0	0	0	0	0	0
SRA00_contig:gene_id_263841	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_91059	1	0	0	0	0	0	0	0	0	0
MH0094_GL0040586	1	0	0	0	0	0	0	0	0	0
MH0094_GL0139621	1	0	0	0	0	0	0	0	0	0
MH0426_GL0004035	1	0	0	0	0	0	0	0	0	0
O2.UC47-0_GL0044149	1	0	0	0	0	0	0	0	0	0
V1.CD8-0-PN_GL0066322	1	0	0	0	0	0	0	0	0	0
MH0010_GL0022273	1	0	0	0	0	0	0	0	0	0
MH0420_GL0005179	1	0	0	0	0	0	0	0	0	0
MH0457_GL0093400	1	0	0	0	0	0	0	0	0	0
159227541-stool3_GL0005739	1	0	0	0	0	0	0	0	0	0
MH0094_GL0137130	1	0	0	0	0	0	0	0	0	0
MH0094_GL0098658	1	0	0	0	0	0	0	0	0	0
MH0094_GL0049781	1	0	0	0	0	0	0	0	0	0
O2.UC35-0_GL0027441	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_28954	1	0	0	0	0	0	0	0	0	0
V1.CD1-0_GL0005619	1	0	0	0	0	0	0	0	0	0
MH0121_GL0016500	1	0	0	0	0	0	0	0	0	0
MH0094_GL0064996	1	0	0	0	0	0	0	0	0	0
V1.CD2-0-PN_GL0018907	1	0	0	0	0	0	0	0	0	0
MH0094_GL0107594	1	0	0	0	0	0	0	0	0	0
O2.UC38-1_GL0144828	1	0	0	0	0	0	0	0	0	0
MH0010_GL0032277	1	0	0	0	0	0	0	0	0	0
MH0010_GL0038740	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_33825	1	0	0	0	0	0	0	0	0	0
O2.UC52-2_GL0153532	1	0	0	0	0	0	0	0	0	0
MH0010_GL0000120	1	0	0	0	0	0	0	0	0	0
V1.FI04_GL0021464	1	0	0	0	0	0	0	0	0	0
V1.UC52-1_GL0027101	1	0	0	0	0	0	0	0	0	0
MH0094_GL0054705	1	0	0	0	0	0	0	0	0	0
MH0109_GL0078618	1	0	0	0	0	0	0	0	0	0
O2.UC60-2_GL0004124	1	0	0	0	0	0	0	0	0	0
MH0160_GL0096197	1	0	0	0	0	0	0	0	0	0
MH0094_GL0020547	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_35676	1	0	0	0	0	0	0	0	0	0
MH0378_GL0028060	1	0	0	0	0	0	0	0	0	0
MH0010_GL0031393	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_26135	1	0	0	0	0	0	0	0	0	0
H_P1_gene_152813	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_154158	1	0	0	0	0	0	0	0	0	0
O2.UC47-1_GL0028716	1	0	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_386400	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_57895	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0000590	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0016757	1	0	0	0	0	0	0	0	0	0
MH0094_GL0086691	1	0	0	0	0	0	0	0	0	0
MH0418_GL0022452	1	0	0	0	0	0	0	0	0	0
MH0245_GL0044887	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0034772	1	0	0	0	0	0	0	0	0	0
159713063-stool1_GL0019605	1	0	0	0	0	0	0	0	0	0
MH0097_GL0017510	1	0	0	0	0	0	0	0	0	0
V1.FI36_GL0028434	1	0	0	0	0	0	0	0	0	0
MH0097_GL0090437	1	0	0	0	0	0	0	0	0	0
O2.UC35-0_GL0161605	1	0	0	0	0	0	0	0	0	0
MH0438_GL0072345	1	0	0	0	0	0	0	0	0	0
O2.UC47-1_GL0002934	1	0	0	0	0	0	0	0	0	0
O2.UC44-2_GL0095958	1	0	0	0	0	0	0	0	0	0
V1.UC47-4_GL0129838	1	0	0	0	0	0	0	0	0	0
MH0010_GL0031551	1	0	0	0	0	0	0	0	0	0
MH0420_GL0050861	1	0	0	0	0	0	0	0	0	0
O2.UC51-2_GL0094469	1	0	0	0	0	0	0	0	0	0
MH0308_GL0178711	1	0	0	0	0	0	0	0	0	0
MH0246_GL0125318	1	0	0	0	0	0	0	0	0	0
HD-24:gene_id_27168	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0098864	1	0	0	0	0	0	0	0	0	0
MH0109_GL0088626	1	0	0	0	0	0	0	0	0	0
MH0378_GL0191672	1	0	0	0	0	0	0	0	0	0
MH0109_GL0081553	1	0	0	0	0	0	0	0	0	0
MH0184_GL0108562	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_48646	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0083344	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_33886	1	0	0	0	0	0	0	0	0	0
MH0363_GL0159427	1	0	0	0	0	0	0	0	0	0
H_P1_gene_465481	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0031457	1	0	0	0	0	0	0	0	0	0
MH0330_GL0173678	1	0	0	0	0	0	0	0	0	0
H55_gene_39593	1	0	0	0	0	0	0	0	0	0
MH0316_GL0142276	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0018777	1	0	0	0	0	0	0	0	0	0
160319967-stool1_GL0102504	1	0	0	0	0	0	0	0	0	0
H90_gene_57690	1	0	0	0	0	0	0	0	0	0
O2.UC38-0_GL0018814	1	0	0	0	0	0	0	0	0	0
H55_gene_125797	1	0	0	0	0	0	0	0	0	0
H55_gene_54804	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0051457	1	0	0	0	0	0	0	0	0	0
MH0094_GL0051124	1	0	0	0	0	0	0	0	0	0
MH0094_GL0136331	1	0	0	0	0	0	0	0	0	0
MH0094_GL0029501	1	0	0	0	0	0	0	0	0	0
MH0094_GL0003314	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_27927	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_33899	1	0	0	0	0	0	0	0	0	0
MH0094_GL0053305	1	0	0	0	0	0	0	0	0	0
MH0094_GL0049758	1	0	0	0	0	0	0	0	0	0
MH0010_GL0012393	1	0	0	0	0	0	0	0	0	0
MH0094_GL0029108	1	0	0	0	0	0	0	0	0	0
MH0094_GL0106195	1	0	0	0	0	0	0	0	0	0
V1.CD51-0_GL0128598	1	0	0	0	0	0	0	0	0	0
MH0010_GL0031007	1	0	0	0	0	0	0	0	0	0
MH0097_GL0028977	1	0	0	0	0	0	0	0	0	0
MH0010_GL0001446	1	0	0	0	0	0	0	0	0	0
MH0010_GL0009303	1	0	0	0	0	0	0	0	0	0
MH0094_GL0020358	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_34932	1	0	0	0	0	0	0	0	0	0
MH0094_GL0098514	1	0	0	0	0	0	0	0	0	0
763536994-stool1_GL0054897	1	0	0	0	0	0	0	0	0	0
MH0109_GL0019470	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_95741	1	0	0	0	0	0	0	0	0	0
MH0010_GL0021667	1	0	0	0	0	0	0	0	0	0
V1.FI04_GL0083958	1	0	0	0	0	0	0	0	0	0
O2.UC38-1_GL0071519	1	0	0	0	0	0	0	0	0	0
O2.UC18-1_GL0174689	1	0	0	0	0	0	0	0	0	0
H55_gene_128037	1	0	0	0	0	0	0	0	0	0
V1.FI06_GL0141670	1	0	0	0	0	0	0	0	0	0
MH0094_GL0029012	1	0	0	0	0	0	0	0	0	0
MH0429_GL0160203	1	0	0	0	0	0	0	0	0	0
MH0162_GL0119492	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_48017	1	0	0	0	0	0	0	0	0	0
MH0094_GL0028159	1	0	0	0	0	0	0	0	0	0
MH0227_GL0127042	1	0	0	0	0	0	0	0	0	0
MH0094_GL0038463	1	0	0	0	0	0	0	0	0	0
MH0160_GL0022040	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_39761	1	0	0	0	0	0	0	0	0	0
MH0094_GL0043596	1	0	0	0	0	0	0	0	0	0
MH0094_GL0049739	1	0	0	0	0	0	0	0	0	0
763860675-stool2_GL0099512	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_94752	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_23350	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_79385	1	0	0	0	0	0	0	0	0	0
MH0094_GL0018235	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_23351	1	0	0	0	0	0	0	0	0	0
MH0010_GL0040598	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_36251	1	0	0	0	0	0	0	0	0	0
MH0316_GL0122880	1	0	0	0	0	0	0	0	0	0
MH0010_GL0030790	1	0	0	0	0	0	0	0	0	0
AS34:gene_id_35938	1	0	0	0	0	0	0	0	0	0
MH0010_GL0023547	1	0	0	0	0	0	0	0	0	0
MH0010_GL0013560	1	0	0	0	0	0	0	0	0	0
V1.CD8-0-PN_GL0154977	1	0	0	0	0	0	0	0	0	0
MH0094_GL0135725	1	0	0	0	0	0	0	0	0	0
MH0094_GL0012628	1	0	0	0	0	0	0	0	0	0
MH0094_GL0017215	1	0	0	0	0	0	0	0	0	0
763860675-stool2_GL0175883	1	0	0	0	0	0	0	0	0	0
MH0094_GL0097556	1	0	0	0	0	0	0	0	0	0
MH0457_GL0054128	1	0	0	0	0	0	0	0	0	0
MH0010_GL0003568	1	0	0	0	0	0	0	0	0	0
MH0429_GL0053951	1	0	0	0	0	0	0	0	0	0
MH0094_GL0097500	1	0	0	0	0	0	0	0	0	0
MH0010_GL0045823	1	0	0	0	0	0	0	0	0	0
MH0010_GL0023861	1	0	0	0	0	0	0	0	0	0
MH0169_GL0055009	1	0	0	0	0	0	0	0	0	0
H_P1_gene_331342	1	0	0	0	0	0	0	0	0	0
MH0094_GL0133080	1	0	0	0	0	0	0	0	0	0
MH0109_GL0009128	1	0	0	0	0	0	0	0	0	0
MH0010_GL0014473	1	0	0	0	0	0	0	0	0	0
MH0010_GL0007833	1	0	0	0	0	0	0	0	0	0
SRA02_contig:gene_id_41673	1	0	0	0	0	0	0	0	0	0
V1.UC22-1_GL0120347	1	0	0	0	0	0	0	0	0	0
H_P1_gene_501291	1	0	0	0	0	0	0	0	0	0
MH0010_GL0030846	1	0	0	0	0	0	0	0	0	0
MH0010_GL0019448	1	0	0	0	0	0	0	0	0	0
MH0010_GL0005489	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_89924	1	0	0	0	0	0	0	0	0	0
V1.FI04_GL0005104	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_163574	1	0	0	0	0	0	0	0	0	0
159571453-stool1_GL0059442	1	0	0	0	0	0	0	0	0	0
MH0094_GL0132718	1	0	0	0	0	0	0	0	0	0
MH0094_GL0132717	1	0	0	0	0	0	0	0	0	0
MH0094_GL0016339	1	0	0	0	0	0	0	0	0	0
MH0094_GL0020130	1	0	0	0	0	0	0	0	0	0
MH0094_GL0132722	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_46848	1	0	0	0	0	0	0	0	0	0
159632143-stool1_GL0050446	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_59398	1	0	0	0	0	0	0	0	0	0
RA08_contig:gene_id_17126	1	0	0	0	0	0	0	0	0	0
MH0340_GL0170780	1	0	0	0	0	0	0	0	0	0
SRA03_contig:gene_id_11930	1	0	0	0	0	0	0	0	0	0
MH0010_GL0035708	1	0	0	0	0	0	0	0	0	0
MH0094_GL0068995	1	0	0	0	0	0	0	0	0	0
MH0094_GL0049771	1	0	0	0	0	0	0	0	0	0
MH0094_GL0113736	1	0	0	0	0	0	0	0	0	0
MH0094_GL0038053	1	0	0	0	0	0	0	0	0	0
