gene_name	ko
159632143-stool1_GL0023189	K21573
MH0394_GL0058776	K03453
MH0224_GL0019475	K03526
764325968-stool1_GL0067765	K03327
H91_gene_76498	K01887
H103_gene_94947	K01791
MH0238_GL0005262	K01627
HD-67:gene_id_24489	K07133
O2.UC8-0_GL0161160	K01886
V1.UC56-0_GL0033840	K07460
T2D-45A_GL0080580	K00001
MH0046_GL0031951	K01206
RA08_contig:gene_id_13420	K21572
L104_gene_96573	K06113
Unknow_GL0004348	K21573
L124_gene_6750	K15921
V1.CD17-4_GL0081946	K03101
V1.UC52-1_GL0081115	K03733
V1.UC52-1_GL0081115	K04763
MH0165_GL0116630	K15923
159571453-stool1_GL0054628	K00806
V1.CD36-0_GL0095201	K09153
MH0238_GL0048872	K07164
HD-23:gene_id_3268	K01740
MH0321_GL0072943	K00874
AS103:gene_id_8938	K01815
N011A_GL0098320	K09790
MH0196_GL0031209	K11358
MH0160_GL0102011	K07165
O2.UC52-0_GL0064684	K02996
MH0071_GL0045219	K00975
763961826-stool2_GL0056001	K12340
763961826-stool2_GL0056001	K12543
AS31:gene_id_4365	K07386
MH0167_GL0055860	K03559
MH0238_GL0009788	K01768
MH0238_GL0009788	K19694
MH0238_GL0009788	K03407
MH0238_GL0009788	K13924
H_P2_gene_323278	K06923
T2D-65A_GL0075992	K16698
H65_gene_2145	K00876
L105_gene_57013	K04095
T2D-45A_GL0108916	K00794
T2D-45A_GL0141425	K02199
T2D-45A_GL0141425	K06196
T2D-45A_GL0141425	K17609
HD-6:gene_id_59895	K13652
MH0055_GL0049053	K00773
MH0238_GL0122733	K02014
MH0238_GL0122733	K16089
MH0238_GL0122733	K21573
HD-58:gene_id_15543	K03088
T2D-198A_GL0045872	K21449
V1.UC25-0_GL0010868	K19334
AS17:gene_id_11662	K03332
T2D-45A_GL0050093	K03040
T2D-45A_GL0060467	K01990
T2D-120A_GL0018688	K19334
O2.UC38-0_GL0002201	K00046
V1.UC35-0_GL0116050	K01071
V1.UC35-0_GL0116050	K10782
MH0238_GL0103304	K03088
T2D-45A_GL0109451	K02996
RA08_contig:gene_id_17126	K16264
MH0442_GL0225453	K03523
V1.CD2-0-PN_GL0073037	K01409
MH0238_GL0094308	K21573
MH0238_GL0094308	K07114
MH0443_GL0103818	K01714
MH0357_GL0132039	K09124
MH0010_GL0032214	K01784
MH0010_GL0032214	K05281
MH0010_GL0032214	K01710
AS109:gene_id_11287	K02014
L63_gene_31579	K03496
MH0131_GL0070393	K01187
MH0131_GL0070393	K01811
MH0182_GL0071609	K01768
MH0182_GL0071609	K03407
MH0182_GL0071609	K19694
MH0182_GL0071609	K20971
MH0182_GL0071609	K10439
MH0182_GL0071609	K13924
MH0238_GL0074338	K01810
S_P1_gene_403253	K01893
MH0162_GL0118231	K03307
AS6:gene_id_109123	K00340
MH0055_GL0053670	K01892
HD-48:gene_id_1985	K02529
MH0161_GL0034483	K00441
H65_gene_5399	K04744
O2.CD1-0-PT_GL0111466	K12573
L55_gene_88762	K02473
159227541-stool1_GL0078145	K06919
V1.CD5-0-PN_GL0040952	K00441
MH0053_GL0033438	K18954
MH0053_GL0033438	K02508
MH0203_GL0145721	K02003
MH0238_GL0080717	K00082
MH0238_GL0080717	K14654
T2D-45A_GL0091854	K00941
T2D-45A_GL0091854	K18954
T2D-45A_GL0091854	K02855
T2D-45A_GL0091854	K02508
RA01_contig:gene_id_27187	K01961
HD-43:gene_id_12475	K03101
MH0454_GL0047917	K12452
MH0246_GL0078575	K21572
MH0246_GL0010462	K07165
V1.UC1-0_GL0078087	K01154
MH0238_GL0182248	K01960
MH0238_GL0182248	K01968
MH0238_GL0182248	K01958
MH0238_GL0182248	K01571
MH0238_GL0182248	K01965
MH0270_GL0138173	K00336
MH0270_GL0138173	K18332
DOM012_GL0019724	K02115
DLF003_GL0054531	K02014
MH0183_GL0162833	K21573
MH0127_GL0014795	K00661
MH0332_GL0063786	K02014
MH0253_GL0215796	K04096
159207311-stool2_GL0175328	K03546
MH0109_GL0071648	K04763
MH0109_GL0071648	K03733
NLM008_GL0032452	K01235
MH0109_GL0043062	K07399
MH0109_GL0043062	K02198
MH0109_GL0043062	K04016
MH0109_GL0043062	K02195
MH0340_GL0171219	K01912
RA09_contig:gene_id_86318	K09861
T2D-45A_GL0089446	K00088
MH0142_GL0018835	K04748
160178356-stool1_GL0111805	K03455
160178356-stool1_GL0111805	K03499
MH0055_GL0056106	K07566
MH0246_GL0110230	K21573
V1.UC5-0_GL0007453	K01179
N084A_GL0083636	K06167
AS122:gene_id_1628	K01081
MH0183_GL0170136	K13443
MH0009_GL0025064	K03327
MH0055_GL0038919	K03498
HD-52:gene_id_19337	K21573
L34_gene_50254	K07165
H_P2_gene_73313	K00765
O2.UC30-1_GL0010040	K03555
MH0355_GL0120297	K07005
H91_gene_28264	K02601
V1.UC64-0_GL0120662	K02217
MH0299_GL0047376	K08978
V1.FI09_GL0089468	K21572
MH0246_GL0024733	K12410
MH0161_GL0058186	K02687
H90_gene_21111	K21572
MH0238_GL0070167	K06187
158944319-stool2_GL0080583	K01696
MH0227_GL0011297	K12524
MH0055_GL0008319	K21572
MH0055_GL0065964	K08307
MH0355_GL0140749	K08641
HD-32:gene_id_14891	K03320
MH0410_GL0157934	K01714
MH0250_GL0151464	K03543
H55_gene_54804	K07148
H99_gene_56503	K01790
L104_gene_138663	K00931
O2.UC49-0_GL0073135	K01629
MH0094_GL0115229	K19173
O2.UC11-1_GL0089449	K00554
SZEY-39A_GL0012774	K21572
AS133:gene_id_26133	K20263
AS133:gene_id_26133	K11617
AS133:gene_id_26133	K02480
AS133:gene_id_26133	K07777
AS133:gene_id_26133	K07778
AS133:gene_id_26133	K07675
DLF003_GL0045799	K06921
SRA02_contig:gene_id_1635	K03088
O2.UC8-0_GL0162417	K21573
Unknow_GL0001089	K01990
Unknow_GL0001089	K03296
MH0236_GL0098622	K01681
O2.UC8-0_GL0083637	K21557
MH0094_GL0099853	K01923
MH0132_GL0049080	K21574
L30_gene_20975	K07322
L10_gene_35732	K21573
MH0266_GL0133196	K03973
O2.UC8-0_GL0133277	K00147
RA12_contig:gene_id_194312	K01992
H46_gene_41748	K06142
MH0096_GL0083533	K01187
MH0096_GL0083533	K21574
MH0055_GL0029544	K07560
MH0055_GL0073906	K15338
MH0055_GL0073906	K00459
MH0055_GL0073906	K14656
MH0260_GL0004478	K19353
T2D-45A_GL0007184	K03773
L3_gene_14938	K06894
V1.FI32_GL0157854	K03332
DOM010_GL0014597	K01154
RA09_contig:gene_id_12303	K02036
H46_gene_97695	K00441
V1.FI16_GL0215310	K04084
MH0316_GL0187855	K12373
765701615-stool1_GL0191205	K21573
MH0071_GL0023888	K02892
MH0238_GL0147737	K01873
MH0046_GL0010574	K12132
MH0055_GL0067839	K00097
V1.UC5-0_GL0062053	K18691
L32_gene_70476	K19119
MH0138_GL0015484	K04763
MH0400_GL0091874	K21573
MH0428_GL0115538	K03771
H67_gene_63701	K13683
H67_gene_63701	K13002
L106_gene_48746	K19954
L106_gene_48746	K13954
L106_gene_48746	K00086
L106_gene_48746	K00001
L106_gene_48746	K00048
MH0055_GL0015114	K01778
V1.UC26-0_GL0108074	K03496
MH0055_GL0053657	K03524
AS133:gene_id_13259	K06207
MH0097_GL0025718	K18788
MH0097_GL0025718	K16702
MH0097_GL0025718	K21366
MH0097_GL0025718	K19423
MH0097_GL0025718	K20444
809635352-stool1_GL0166037	K03088
MH0311_GL0045073	K01993
823052294-stool1_GL0103282	K01173
823052294-stool1_GL0103282	K15050
AS121:gene_id_4021	K01209
MH0355_GL0060670	K00067
AS6:gene_id_67010	K07052
O2.UC59-0_GL0012820	K00954
SRA00_contig:gene_id_100576	K03526
RA06_contig:gene_id_139615	K07738
MH0321_GL0108910	K21573
H22_gene_70895	K01811
MH0013_GL0032707	K18430
MH0013_GL0032707	K01654
MH0416_GL0057692	K03606
MH0416_GL0057692	K21303
MH0416_GL0057692	K00996
MH0416_GL0057692	K20997
MH0148_GL0037618	K01756
MH0108_GL0058889	K01447
MH0055_GL0001079	K07506
MH0055_GL0001079	K07720
MH0428_GL0082186	K03564
MH0246_GL0075101	K02426
L103_gene_72191	K04084
L103_gene_72191	K06888
L103_gene_72191	K03671
MH0238_GL0186126	K04066
MH0055_GL0056125	K03832
T2D-173A_GL0042100	K01662
L92_gene_207	K13378
MH0246_GL0043309	K02945
AS127:gene_id_15387	K06901
MH0060_GL0073723	K21572
AS37:gene_id_19400	K05349
764325968-stool1_GL0008652	K00791
AS133:gene_id_15218	K01206
T2D-78A_GL0022313	K01992
V1.CD41-0_GL0104555	K08483
MH0428_GL0162285	K12983
V1.FI08_GL0109096	K00800
T2D-78A_GL0096705	K21573
MH0152_GL0038705	K14487
V1.CD38-0_GL0131932	K00197
MH0238_GL0141112	K00766
S_P1_gene_148401	K07030
MH0010_GL0032277	K06287
MH0013_GL0005148	K01990
MH0013_GL0005148	K03296
MH0246_GL0117313	K02477
MH0246_GL0117313	K07705
MH0246_GL0055776	K02440
AS15:gene_id_32531	K09955
L38_gene_38048	K12257
T2D-41A_GL0081014	K03671
MH0243_GL0044714	K00789
MH0238_GL0078226	K03973
HD-56:gene_id_5470	K07775
HD-56:gene_id_5470	K07661
HD-56:gene_id_5470	K07658
AS37:gene_id_25958	K15633
O2.UC22-2_GL0025835	K01182
MH0161_GL0150847	K03437
MH0161_GL0150847	K01201
MH0161_GL0150847	K03218
SRA00_contig:gene_id_211319	K01752
MH0064_GL0028708	K05592
RA02_contig:gene_id_23034	K07030
MH0457_GL0222294	K02014
MH0457_GL0222294	K21573
MH0199_GL0126374	K05601
N025A_GL0021766	K15531
O2.UC8-0_GL0063726	K01130
O2.UC8-0_GL0063726	K01138
O2.UC8-0_GL0063726	K03701
O2.UC8-0_GL0063726	K01134
O2.UC8-0_GL0063726	K01135
MH0077_GL0044840	K01069
MH0077_GL0044840	K17725
MH0055_GL0045151	K00174
MH0094_GL0084480	K01190
MH0238_GL0124033	K01868
L123_gene_56227	K01493
DOF008_GL0013310	K10710
MH0126_GL0120450	K01790
MH0126_GL0120450	K19853
L20_gene_17466	K03786
MH0121_GL0032341	K08641
MH0238_GL0052660	K01785
T2D-45A_GL0097385	K01678
MH0444_GL0001293	K03431
MH0030_GL0044979	K03654
AS17:gene_id_2826	K03555
L104_gene_41871	K00688
MH0224_GL0032304	K07263
T2D-45A_GL0120479	K07042
765074482-stool2_GL0156093	K00763
V1.FI18_GL0083913	K00661
V1.FI18_GL0083913	K00638
158742018-stool1_GL0127862	K21573
MH0428_GL0057792	K01181
MH0428_GL0057792	K07214
MH0428_GL0057792	K01046
MH0428_GL0057792	K01066
MH0224_GL0048252	K00067
MH0238_GL0163581	K01885
MH0238_GL0023121	K03587
MH0224_GL0165006	K03534
MH0251_GL0016560	K15634
O2.UC48-0_GL0081002	K15894
MH0238_GL0087295	K00705
O2.UC31-1_GL0169664	K00012
MH0253_GL0115896	K05595
MH0376_GL0051589	K02004
T2D-113A_GL0128839	K06950
O2.UC8-1_GL0102817	K01681
MH0013_GL0029149	K07114
MH0428_GL0123239	K01868
HD-43:gene_id_18810	K07058
H67_gene_17534	K03442
H67_gene_17534	K05802
H67_gene_17534	K16052
AS37:gene_id_2721	K12340
AS100:gene_id_37583	K01990
T2D-45A_GL0106482	K01364
MH0088_GL0023146	K03500
HD-42:gene_id_5539	K01000
SRA03_contig:gene_id_114213	K07148
L38_gene_38779	K21573
L38_gene_38779	K02014
MH0138_GL0031479	K03734
MH0188_GL0067926	K01804
MH0238_GL0001177	K03499
V1.UC8-0_GL0074086	K06864
MH0188_GL0174408	K01218
MH0188_GL0174408	K01179
SRA02_contig:gene_id_1322	K07487
SRA02_contig:gene_id_1322	K01990
V1.FI24_GL0150208	K02002
MH0010_GL0005883	K19068
MH0094_GL0034804	K01918
MH0246_GL0004723	K07165
765034022-stool1_GL0072109	K00789
MH0272_GL0042243	K21572
MH0357_GL0062162	K02529
O2.UC7-0_GL0094662	K06872
T2D-45A_GL0003027	K07387
MH0238_GL0092011	K21573
V1.UC50-1_GL0126886	K03305
O2.CD1-0-PT_GL0107514	K01657
MH0244_GL0106652	K00024
MH0053_GL0048202	K12453
MH0053_GL0048202	K20534
MH0450_GL0182658	K02770
MH0013_GL0021677	K01990
O2.UC2-2_GL0127506	K03088
V1.UC1-0_GL0099067	K07533
V1.UC1-0_GL0099067	K03545
L86_gene_9470	K02110
V1.FI13_GL0117329	K03327
SRA02_contig:gene_id_1638	K21573
T2D-45A_GL0009728	K19353
MH0053_GL0050268	K21571
MH0053_GL0050268	K01051
V1.UC40-1_GL0094172	K01533
V1.UC40-1_GL0094172	K01541
V1.UC40-1_GL0094172	K12950
L106_gene_1336	K02899
NLM032_GL0047576	K21573
AS34:gene_id_29496	K07322
O2.UC50-2_GL0256986	K09681
MH0318_GL0127856	K20021
O2.UC44-2_GL0070169	K01996
HD-41:gene_id_351	K15921
HD-41:gene_id_351	K01209
HD-41:gene_id_351	K01198
763496533-stool2_GL0201800	K06966
763820215-stool2_GL0006988	K07107
H31_gene_73431	K01940
S_P2_gene_84498	K21572
DLF002_GL0026523	K02480
DLF002_GL0026523	K07675
DLF002_GL0026523	K07777
RA13_contig:gene_id_104810	K03616
DLF013_GL0039153	K01811
MH0238_GL0175295	K03787
V1.FI15_GL0033754	K00891
V1.FI15_GL0033754	K00014
AS37:gene_id_3147	K15726
T2D-135A_GL0001651	K07133
MH0257_GL0010085	K15460
159571453-stool1_GL0109148	K01243
NLM016_GL0008109	K09748
MH0046_GL0041636	K16363
O2.UC16-0_GL0000236	K13500
O2.UC16-0_GL0000236	K20438
SRA01_contig:gene_id_22119	K03977
AS34:gene_id_26775	K18672
MH0224_GL0188653	K12854
MH0224_GL0188653	K01303
MH0224_GL0188653	K01278
MH0224_GL0188653	K01322
MH0238_GL0168375	K21573
SRA02_contig:gene_id_207207	K03110
AS15:gene_id_80389	K03530
L115_gene_57783	K02004
O2.UC15-0_GL0091630	K02961
MH0357_GL0092216	K01972
MH0357_GL0092216	K01153
MH0128_GL0067877	K06915
NLM006_GL0094479	K00145
MH0250_GL0001006	K03168
MH0108_GL0107684	K06921
MH0227_GL0127042	K02551
MH0109_GL0019631	K01195
MH0238_GL0115560	K01929
O2.UC8-0_GL0155402	K18346
MH0138_GL0045887	K02014
MH0311_GL0092919	K01897
MH0055_GL0053675	K01524
MH0196_GL0141033	K03086
MH0238_GL0177315	K02199
MH0238_GL0177315	K06196
RA05_contig:gene_id_92553	K21572
MH0094_GL0009685	K00349
MH0428_GL0006260	K02357
H55_gene_12441	K21572
V1.CD24-0_GL0037566	K10548
MH0238_GL0080004	K03168
O2.UC35-1_GL0194637	K13924
O2.UC35-1_GL0194637	K20974
O2.UC35-1_GL0194637	K07679
O2.UC35-1_GL0194637	K02030
O2.UC35-1_GL0194637	K11527
O2.UC35-1_GL0194637	K07647
O2.UC35-1_GL0194637	K07678
O2.UC35-1_GL0194637	K07636
O2.UC35-1_GL0194637	K20971
O2.UC35-1_GL0194637	K10715
RA04_contig:gene_id_178860	K01579
L124_gene_24349	K07322
MH0238_GL0078939	K14979
MH0238_GL0078939	K11618
MH0238_GL0078939	K07686
MH0238_GL0078939	K07695
SRA00_contig:gene_id_14795	K06967
V1.UC13-0_GL0066769	K03737
L10_gene_29236	K00817
MH0238_GL0063525	K01991
MH0374_GL0125087	K05349
MH0071_GL0007407	K02341
MH0055_GL0001903	K03832
MH0028_GL0030257	K02950
HD-23:gene_id_2447	K05785
H_P2_gene_431443	K11755
H_P2_gene_431443	K02500
L12_gene_7018	K05886
L12_gene_7018	K16066
O2.UC8-0_GL0116693	K18682
MH0261_GL0046880	K09815
HD-43:gene_id_3904	K18908
MH0055_GL0058582	K07025
T2D-45A_GL0006903	K05807
RA00_contig:gene_id_93611	K13091
V1.CD25-0_GL0002105	K17249
V1.CD25-0_GL0002105	K17248
MH0266_GL0125877	K09809
O2.UC30-1_GL0129197	K01620
L55_gene_121790	K19427
L55_gene_121790	K19425
S_P1_gene_374452	K08600
MH0224_GL0025956	K00951
159227541-stool2_GL0047004	K03561
O2.UC8-1_GL0138601	K03466
MH0400_GL0062784	K01338
H67_gene_601	K02551
H67_gene_601	K00075
AS26:gene_id_5525	K07001
MH0071_GL0050370	K02986
H_P2_gene_333622	K00558
AS17:gene_id_9730	K06921
MH0094_GL0044098	K03496
L104_gene_95646	K16703
L104_gene_95646	K13668
L104_gene_95646	K00786
MH0131_GL0043890	K10206
MH0238_GL0082101	K03111
RA15_contig:gene_id_157745	K01881
T2D-102A_GL0083625	K01992
HD-45:gene_id_8670	K16089
V1.CD50-0_GL0174398	K04079
MH0142_GL0041871	K03088
RA02_contig:gene_id_72980	K00226
MH0142_GL0039505	K09825
MH0142_GL0039505	K03711
MH0274_GL0148077	K06861
MH0224_GL0022725	K00615
MH0191_GL0079809	K09458
MH0355_GL0073575	K03924
L115_gene_50301	K21573
O2.UC11-2_GL0076121	K07273
MH0246_GL0094758	K03628
SRA00_contig:gene_id_383008	K03639
H65_gene_40954	K13059
O2.UC8-0_GL0109152	K01652
MH0121_GL0038671	K07266
MH0121_GL0038671	K03276
MH0121_GL0038671	K03275
MH0121_GL0038671	K03278
MH0121_GL0038671	K03279
T2D-45A_GL0096788	K03657
159227541-stool3_GL0058408	K03655
V1.UC55-4_GL0173275	K07240
HD-48:gene_id_255	K00784
DLM017_GL0036689	K07720
DLM017_GL0036689	K02855
DLM017_GL0036689	K07506
DLM017_GL0036689	K13530
O2.UC8-1_GL0042175	K03630
MH0393_GL0068631	K02361
HD-50:gene_id_17940	K18704
HD-50:gene_id_17940	K09809
HD-50:gene_id_17940	K00786
HD-50:gene_id_17940	K07011
HD-50:gene_id_17940	K12983
HD-50:gene_id_17940	K12992
HD-50:gene_id_17940	K20444
HD-50:gene_id_17940	K19427
HD-50:gene_id_17940	K11936
O2.UC9-1_GL0098657	K02564
159207311-stool2_GL0055495	K21573
MH0188_GL0200183	K06200
AS40:gene_id_22310	K01153
V1.CD17-0_GL0073887	K02226
MH0013_GL0022319	K21573
H_P1_gene_237278	K00688
MH0169_GL0042497	K00010
MH0169_GL0042497	K16043
MH0323_GL0066289	K00712
MH0323_GL0066289	K02840
MH0323_GL0066289	K16701
MH0323_GL0066289	K17249
SRA02_contig:gene_id_380258	K16212
T2D-45A_GL0048819	K14358
T2D-45A_GL0006146	K16554
T2D-45A_GL0006146	K16692
T2D-45A_GL0006146	K00903
V1.UC26-0_GL0021015	K19172
V1.UC26-0_GL0021015	K15532
V1.UC26-0_GL0021015	K01213
V1.UC26-0_GL0021015	K18650
T2D-78A_GL0024265	K21573
V1.UC61-0_GL0109602	K21470
T2D-45A_GL0103602	K01273
MH0071_GL0052660	K07447
MH0238_GL0197385	K15971
MH0238_GL0049843	K16089
V1.UC4-0_GL0129610	K00625
O2.UC8-0_GL0012873	K03702
L81_gene_1071	K00008
L81_gene_1071	K00060
L81_gene_1071	K08322
NOM022_GL0010976	K02003
L104_gene_52998	K01993
SRA03_contig:gene_id_129254	K01928
763961826-stool1_GL0081809	K01205
L49_gene_81150	K03150
MH0055_GL0073880	K07095
MH0238_GL0184491	K03088
DLM014_GL0079658	K00426
V1.FI15_GL0059771	K02231
508703490-stool1_GL0016494	K17836
508703490-stool1_GL0016494	K19097
T2D-45A_GL0136958	K03284
Unknow_GL0013820	K06147
RA08_contig:gene_id_9832	K03455
RA08_contig:gene_id_9832	K03499
763496533-stool1_GL0002551	K21573
MH0443_GL0073978	K00219
MH0443_GL0073978	K10797
O2.UC2-2_GL0126587	K01338
MH0238_GL0138114	K09015
MH0094_GL0138769	K01190
MH0094_GL0138769	K01138
MH0094_GL0138769	K01132
MH0094_GL0138769	K01134
MH0094_GL0138769	K01130
MH0094_GL0138769	K01135
MH0094_GL0138769	K12375
MH0355_GL0042928	K02429
S_P2_gene_288058	K02666
NOF011_GL0030162	K02358
T2D-45A_GL0105542	K07098
MH0167_GL0027724	K06921
MH0094_GL0055465	K21573
MH0094_GL0018752	K07114
MH0010_GL0029873	K07263
MH0094_GL0082754	K06861
V1.UC26-4_GL0073978	K00262
MH0055_GL0025515	K01443
MH0055_GL0006036	K07665
MH0055_GL0006036	K07669
159713063-stool1_GL0073323	K02030
159713063-stool1_GL0073323	K11443
159713063-stool1_GL0073323	K20974
159713063-stool1_GL0073323	K07678
159713063-stool1_GL0073323	K03413
159713063-stool1_GL0073323	K13924
159713063-stool1_GL0073323	K11527
159713063-stool1_GL0073323	K02485
159713063-stool1_GL0073323	K03407
159713063-stool1_GL0073323	K11231
MH0238_GL0136420	K21572
MH0246_GL0103626	K07165
159571453-stool1_GL0016757	K01768
159571453-stool1_GL0016757	K07657
159571453-stool1_GL0016757	K07658
159571453-stool1_GL0016757	K07814
159571453-stool1_GL0016757	K19694
MH0238_GL0112373	K00286
MH0094_GL0076642	K07165
MH0301_GL0099969	K07441
SRA02_contig:gene_id_118046	K16119
SRA02_contig:gene_id_118046	K15654
MH0055_GL0058077	K00174
MH0429_GL0174769	K18240
MH0429_GL0174769	K18239
HD-66:gene_id_26894	K13525
HD-66:gene_id_26894	K12132
MH0013_GL0033697	K01155
MH0013_GL0033697	K00558
O2.UC7-0_GL0042099	K01448
L63_gene_65130	K07478
MH0211_GL0128661	K06949
MH0094_GL0042508	K13010
MH0094_GL0042508	K07806
MH0094_GL0137173	K02123
NLM006_GL0029838	K21573
MH0321_GL0094506	K01815
L115_gene_9847	K07133
MH0211_GL0058920	K03892
MH0227_GL0035765	K07402
NOM009_GL0090221	K03696
MH0131_GL0171054	K01740
L115_gene_58416	K06196
L115_gene_58416	K02199
S_P2_gene_388597	K00965
O2.UC41-2_GL0035417	K01868
T2D-47A_GL0057131	K01740
T2D-45A_GL0093450	K03649
MH0441_GL0078936	K18372
MH0441_GL0078936	K01286
T2D-112A_GL0073116	K06196
T2D-112A_GL0073116	K02199
T2D-112A_GL0073116	K17609
T2D-45A_GL0083102	K00346
MH0010_GL0001481	K03588
V1.UC13-0_GL0054961	K01952
O2.UC48-2_GL0108646	K01876
159571453-stool1_GL0111767	K09955
AS57:gene_id_2327	K01156
AS57:gene_id_2327	K09384
V1.CD1-0_GL0009978	K03332
H_P1_gene_136107	K21573
159207311-stool2_GL0080786	K01447
159207311-stool2_GL0080786	K01446
MH0055_GL0067857	K03574
V1.UC26-0_GL0060806	K00821
H_P2_gene_421011	K11189
MH0188_GL0186973	K04517
MH0094_GL0114509	K07263
MH0088_GL0039141	K00786
MH0088_GL0039141	K12984
L60_gene_13056	K09861
MH0196_GL0068134	K06413
MH0055_GL0065092	K05349
ED20A_GL0009517	K01586
MH0355_GL0103755	K00951
MH0134_GL0029307	K07011
AS37:gene_id_29670	K07148
MH0355_GL0171655	K03832
S_P1_gene_235064	K01060
DLF013_GL0017856	K01182
MH0238_GL0034890	K00956
MH0238_GL0034890	K00955
MH0357_GL0103866	K01619
MH0088_GL0021965	K00145
MH0428_GL0151609	K21572
L72_gene_28163	K21573
T2D-45A_GL0059896	K03737
MH0238_GL0166189	K03587
V1.CD31-0_GL0128064	K07720
T2D-45A_GL0069526	K12251
V1.FI19_GL0122469	K01464
DLF008_GL0018404	K03327
MH0088_GL0108777	K02115
MH0055_GL0010709	K03298
O2.UC4-1_GL0060715	K21572
MH0251_GL0161632	K03205
MH0426_GL0067409	K03149
NOM012_GL0024350	K01938
O2.UC37-2_GL0058648	K00700
MH0321_GL0108789	K00962
L111_gene_112955	K03892
MH0414_GL0118096	K01179
NLM009_GL0031001	K07493
V1.CD52-0_GL0180337	K19427
V1.CD52-0_GL0180337	K19425
MH0424_GL0148408	K02358
T2D-47A_GL0114982	K00845
MH0238_GL0189418	K03284
MH0150_GL0058391	K00954
O2.UC36-0_GL0131600	K02805
T2D-45A_GL0131562	K06975
MH0109_GL0029382	K00956
MH0109_GL0029382	K00955
MH0188_GL0186032	K01012
MH0164_GL0014019	K03430
MH0164_GL0014019	K00894
MH0164_GL0014019	K14156
T2D-45A_GL0137791	K03548
MH0325_GL0107414	K10112
L80_gene_47202	K00640
MH0131_GL0026090	K03438
MH0246_GL0016136	K06200
O2.UC8-0_GL0133276	K13043
HD-41:gene_id_9244	K01779
SRA01_contig:gene_id_1962	K10441
S_P1_gene_323808	K02189
HD-52:gene_id_85999	K07460
MH0428_GL0116374	K21572
MH0321_GL0016056	K02014
MH0321_GL0016056	K21573
MH0238_GL0084935	K00265
AS122:gene_id_1461	K01447
AS122:gene_id_1461	K01446
MH0138_GL0017229	K05785
MH0001_GL0019216	K06881
MH0094_GL0102225	K15976
MH0094_GL0102225	K10679
MH0013_GL0007127	K01051
MH0238_GL0012952	K21572
V1.UC55-0_GL0045987	K04719
V1.UC55-0_GL0045987	K21375
V1.UC55-0_GL0045987	K19285
V1.UC55-0_GL0045987	K10678
V1.UC55-0_GL0045987	K19286
MH0340_GL0115836	K20028
MH0340_GL0115836	K00665
159166850-stool1_GL0098075	K11085
159166850-stool1_GL0098075	K06147
H_P2_gene_289296	K03315
O2.CD1-0-PT_GL0086399	K19294
MH0211_GL0013650	K01945
MH0055_GL0012905	K07720
MH0055_GL0012905	K20971
MH0163_GL0067882	K01191
AS71:gene_id_12405	K08999
T2D-45A_GL0143907	K01880
DOM012_GL0043277	K02429
H_P2_gene_424126	K21071
HD-67:gene_id_4315	K01465
V1.UC26-4_GL0125894	K14645
V1.UC26-4_GL0125894	K08651
MH0094_GL0093562	K19422
MH0094_GL0093562	K08256
MH0094_GL0093562	K17249
MH0094_GL0093562	K19424
MH0094_GL0093562	K17248
MH0094_GL0093562	K20444
MH0428_GL0145496	K21572
V1.FI05_GL0089277	K06182
MH0055_GL0008376	K01438
L62_gene_24724	K01186
V1.UC21-0_GL0056162	K11936
L49_gene_55384	K00573
MH0013_GL0008125	K00860
MH0094_GL0008517	K19422
MH0094_GL0008517	K17249
MH0094_GL0008517	K19424
MH0094_GL0008517	K17248
MH0094_GL0008517	K12995
MH0094_GL0008517	K02844
MH0094_GL0008517	K21365
MH0094_GL0008517	K21011
HD-52:gene_id_7288	K01138
AS103:gene_id_44258	K08191
H91_gene_66140	K00554
AS18:gene_id_35603	K07149
MH0389_GL0173834	K04085
MH0389_GL0173834	K08255
MH0389_GL0173834	K18367
T2D-45A_GL0145452	K07010
T2D-45A_GL0145452	K01273
MH0292_GL0045122	K03092
MH0192_GL0151818	K21572
MH0264_GL0007577	K02429
MH0108_GL0051775	K01854
